Video_URL,Time,Author,Message
https://www.youtube.com/watch?v=X_dppNer2LE,,@La-Pass1ón,Pedri vs Jude qua Epl xách dép cho Bruno thì được
https://www.youtube.com/watch?v=X_dppNer2LE,,@khoaangnguyen8248,Ok tiểu Kevin
https://www.youtube.com/watch?v=X_dppNer2LE,,@khoaangnguyen8248,Pedri Jude đẳng cấp khác rồi
https://www.youtube.com/watch?v=X_dppNer2LE,,@MinhNguyennnnnn,Xách dép top 15 epl
https://www.youtube.com/watch?v=X_dppNer2LE,,@Paimon-v2d,chương trình sắp tạo ra thêm 1 bé bắp nữa à :))
https://www.youtube.com/watch?v=X_dppNer2LE,,@anhbau-c4e,riêng trận vừa rồi là thấy hơn bellingham 1 meme kéo áo và 1 thẻ đỏ
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,đến vòng 15 vào form cũng ổn mà
https://www.youtube.com/watch?v=X_dppNer2LE,,@TiepLam-el1zr,ông ngọc chả biết gì về bóng đá mà phán tầm bậy tầm bạ
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,erik tenhag 2.0
https://www.youtube.com/watch?v=X_dppNer2LE,,@NguyenDuc-rt1fp,THẾ ÔNG TIỆP LAM BIẾ GÌ VỀ BÓNG ĐÁ
https://www.youtube.com/watch?v=X_dppNer2LE,,@Lookattan46,"người ta ngồi nói, ông biết thì cầm dy cmt , đời haig"
https://www.youtube.com/watch?v=X_dppNer2LE,,@DuongQuach-lw6ni,"Andree ơi mày biết xem đá bóng k mà bảo pedri jems belling , 4 trận el classico tr thì real toàn thua đấy"
https://www.youtube.com/watch?v=X_dppNer2LE,,@La-Pass1ón,Cầm cái đội hình Liverpool năm ngoái thì Tenhag ăn 6 luôn ấy chứ
https://www.youtube.com/watch?v=X_dppNer2LE,,@longhoang-xc6xg,"Có khi là một âm mưu trong nội bộ Thái Lan để hạ bệ người đứng đầu liên đoàn Thái , vì hầu như một khi có lỗi gì đó thì người chịu trách nhiệm là người đứng đầu hết ."
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,Cb thiếu ko mua all in hàng công thì chịu thou
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvryo,Bạn Bích Hạnh này là bạn gái của Văn Thanh
https://www.youtube.com/watch?v=X_dppNer2LE,,@duncangaming4694,@Dương Quach mùa trc nữa Barca full 4 trận thua sao k nói?
https://www.youtube.com/watch?v=X_dppNer2LE,,@kasumeow,"thằng trọc slot này trình thua ten hag mà, liverpool đội hình mạnh hơn mu thôi"
https://www.youtube.com/watch?v=X_dppNer2LE,,@KennyNguyen1989,Moi nguoi hỏi anh Ngọc biết tiếng Ý không
https://www.youtube.com/watch?v=X_dppNer2LE,,@TiepLam-el1zr,"nói chả rõ ràng, kiểu chung chung, người bình thường như t còn nói được"
https://www.youtube.com/watch?v=X_dppNer2LE,,@doductai24,thua tenhag mà là đkvđ hả
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,vẫn là nhũng con người đếy nhưng bị tụt lại
https://www.youtube.com/watch?v=X_dppNer2LE,,@toni.ng106,@Dương Quach kể năm ngoái ko kể nốt 4 trận năm kia đi
https://www.youtube.com/watch?v=X_dppNer2LE,,@TuanminhNguyen-m7t,hôm bl bda ý trọng tài ý nói ko công nhận bàn thắng ông thì phán như đúng rồi quê vãi
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,mà sao ko mua CB đi
https://www.youtube.com/watch?v=X_dppNer2LE,,@duncangaming4694,Mùa trc nữa bị Benzema gõ nhẹ cái hattrick ở Camp Nou quên nhanh thế nhỉ
https://www.youtube.com/watch?v=X_dppNer2LE,,@phatjuno,Liverpool có thể trở lại ở vòng đấu tiếp theo
https://www.youtube.com/watch?v=X_dppNer2LE,,@ducnothing,nhưng mà có Siêu sao trong đội nó vận khác
https://www.youtube.com/watch?v=X_dppNer2LE,,@ledung534,ghép tạng hoài
https://www.youtube.com/watch?v=X_dppNer2LE,,@bongcuoi2023,như fan mu cứ ở trong hang.thì fan live k có hang.để vaob
https://www.youtube.com/watch?v=X_dppNer2LE,,@ph4t1303,MU sắp đua vô địch rồi kìa... huhu
https://www.youtube.com/watch?v=X_dppNer2LE,,@TiepLam-el1zr,"trình độ thua xa Minh Việt, Hải Thanh, Biên Cương, khắc Cường"
https://www.youtube.com/watch?v=X_dppNer2LE,,@thangbui7912,anh ngọc tóc lâu dài nhỉ
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,đội nào cũng là Stoke City
https://www.youtube.com/watch?v=X_dppNer2LE,,@La-Pass1ón,Fan Liverpool ngước đầu lên zời thấy 2 hondai Mu
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,yarmal nên đến primerleage chứ ở bacar chỉ sợ nợ lương …
https://www.youtube.com/watch?v=X_dppNer2LE,,@cristianoronaldo8151,"3,6 nghìn người zem, tín hiệu var??"
https://www.youtube.com/watch?v=X_dppNer2LE,,@nguyentranquyethung5848,nghĩ sao mà kêu người làm thể thao thái lan không biết cờ việt nam
https://www.youtube.com/watch?v=X_dppNer2LE,,@haminhphung2636,Có một sự thật k thể sai là tất cả sự cố đó đều đến từ phía thái hẹn hạ
https://www.youtube.com/watch?v=X_dppNer2LE,,@nguyentranquyethung5848,nói nghe ngứa
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,MU vô địch bùng nổ thế giới hơn ARS
https://www.youtube.com/watch?v=X_dppNer2LE,,@TuanTran-sl8qf,
https://www.youtube.com/watch?v=X_dppNer2LE,,@hieulee2534,Angelo stiler
https://www.youtube.com/watch?v=X_dppNer2LE,,@khoaangnguyen8248,Kkkk tui fan Mc mà ko bao g lạc quan như fan Mu kk
https://www.youtube.com/watch?v=X_dppNer2LE,,@TiepLam-el1zr,Lần sau AQ nên mời những BLV bóng đá chuyên nghiệp thì khán giả dễ nghe hơn
https://www.youtube.com/watch?v=X_dppNer2LE,,@thanhsinh0810,ad ơi e có donate ở trên mà bị skip r
https://www.youtube.com/watch?v=X_dppNer2LE,,@MinhNguyennnnnn,303 broghton hét 100 m
https://www.youtube.com/watch?v=X_dppNer2LE,,@QuốcTuấnTrần-u7p,"Nếu các bạn ủng hộ Việt Nam bằng cách văng tục, chửi bậy trên mạng, thế có khác gì các bạn tự nhổ nước bọt vào chính nước mình? Văn minh lên các bạn ơi"
https://www.youtube.com/watch?v=X_dppNer2LE,,@nguyendinh-x4q,"đầu mùa MU bị chửi tơi bời thì chốn vào hang hết ,mới win đc 3 trận cái đòi đua vô địch , đúng fan lạc quan nhất thế giới bóng đá"
https://www.youtube.com/watch?v=X_dppNer2LE,,@kasumeow,"mu 1 trận 1 tuần nên ko mất nhiều sức, những đội khác 2 trận 1 tuần nên phải xoay tua"
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,sắp hết show rồi
https://www.youtube.com/watch?v=X_dppNer2LE,,@longhoang-xc6xg,"Đừng coi thường Mu, nếu kì chuyển nhượng mùa đông mà Mu mang về được 1 wingback trái với 1 Cm đẳng cấp thì chưa nói trước được điều gì ."
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,hết câu hỏi rồi
https://www.youtube.com/watch?v=X_dppNer2LE,,@La-Pass1ón,"giờ khác rồi , Mu giờ cách đầu bảng ,2 trận thắng thôi"
https://www.youtube.com/watch?v=X_dppNer2LE,,@thanhsinh0810,có mà ad skip r
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,bố mẹ ko đoàn hoàn con cái hư là chuyện bth
https://www.youtube.com/watch?v=X_dppNer2LE,,@hohau8092,mu cho mơ đến thứ sáu thôi nha! thứ hai về đua trụ hạng cho a!
https://www.youtube.com/watch?v=X_dppNer2LE,,@kasumeow,"sắp tới gặp tot có khi bị đấm, mùa trước gặp 4 lần thua cả 4"
https://www.youtube.com/watch?v=X_dppNer2LE,,@luanluu12m,Mbeumo mà về đá CAN thì ối zôi ôi ngay
https://www.youtube.com/watch?v=X_dppNer2LE,,@TienNguyen-db6wb,"cho cháu nó trải nghiệm đi, thì nó mới khôn ra"
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,yamal mơ cũng ko đc như Neymar
https://www.youtube.com/watch?v=X_dppNer2LE,,@vantrinhtran9223,phấn đào chỉ đc nửa mùa thôi
https://www.youtube.com/watch?v=X_dppNer2LE,,@La-Pass1ón,mu sắp có 5 trận thắng liên tiếp
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,à thử xem có món gà gì vào tuần sau nhá
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,Neymar ăn chơi nhưng rất tử tế
https://www.youtube.com/watch?v=X_dppNer2LE,,@ucvo1532,ông Ngọc cái tính cũng vậy
https://www.youtube.com/watch?v=X_dppNer2LE,,@x-periogaming5376,K phải coi thương Mu mà với lực như này nên đặt mục tiêu top 4 thôi. Mu vô địch còn khó hơn trúng đề
https://www.youtube.com/watch?v=X_dppNer2LE,,@ucvo1532,toàn nói nhăng nói cuooij
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,đ
https://www.youtube.com/watch?v=X_dppNer2LE,,@ucvo1532,nói bậy nói bạ
https://www.youtube.com/watch?v=X_dppNer2LE,,@xuantruong4990,đ
https://www.youtube.com/watch?v=X_dppNer2LE,,@thanho7779,chuẩn r anh ngọc
https://www.youtube.com/watch?v=X_dppNer2LE,,@phatjuno,Hẹn mn ở các số tiếp theo nhé
https://www.youtube.com/watch?v=X_dppNer2LE,,@TiepLam-el1zr,Anh Ngọc có vẻ thích cổ xúy những hành động không đẹp của người khác . từ việc nhầm cờ tới chuyện drama MXh
https://www.youtube.com/watch?v=X_dppNer2LE,,@La-Pass1ón,Mu đua vô địch
https://www.youtube.com/watch?v=X_dppNer2LE,,@fairyman,vậy mới là anh Anh Ngọc
https://www.youtube.com/watch?v=X_dppNer2LE,,@KhoaAlexis,a ngọc nói hay
https://www.youtube.com/watch?v=X_dppNer2LE,,@bongcuoi2023,neymar 18t giỏi hơn. cr7 lúc 18t.nhưng lại k thành công bằng cr7
https://www.youtube.com/watch?v=X_dppNer2LE,,@vinhpham0209,"Thế CR7 nói thì BLV Anh Ngọc chê kiêu ngạo, Double standard"
https://www.youtube.com/watch?v=X_dppNer2LE,,@TienNguyen-db6wb,hâhha
https://www.youtube.com/watch?v=X_dppNer2LE,,@phongnguyen13629,anh ngọc ổng nói hay đó nhưng lúc cr7 nói cái ổng chửi
https://www.youtube.com/watch?v=X_dppNer2LE,,@MinhDang-iv6rn,toàn bọn ghen ăn tức ở
https://www.youtube.com/watch?v=X_dppNer2LE,,@MinhDang-iv6rn,hahaha
https://www.youtube.com/watch?v=X_dppNer2LE,,@banghai6221,Anh ngọc lên sóng ít câu hỏi nhỉ
https://www.youtube.com/watch?v=X_dppNer2LE,,@Thànhbin-m6h4j,hỏi các bạn chuyên môn với thực lực các đội đua vô địch như nào mà trả lời chúng chung quá.
https://www.youtube.com/watch?v=X_dppNer2LE,,@bongcuoi2023,ông lấy 1 ngồi sao đi so.sánh với người bình thường là khập khiễng rồi
https://www.youtube.com/watch?v=X_dppNer2LE,,@thanho7779,1
https://www.youtube.com/watch?v=X_dppNer2LE,,@thuongdao7046,Chào mừng tới WSFB ngày thứ Tư của anh Ngọc
https://www.youtube.com/watch?v=X_dppNer2LE,,@thuongdao7046,Thái lọ làm ăn láo nháo quá
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,chào anh em nhé
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,sẵn sàng chưa nàoooo
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,like mạnh tay để lên 300 like nào anh em
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,cảm ơn anh em đã vào chờ tới giờ phát sóng nhé
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,bắt máy bay qua VN xin nhỗi rồi
https://www.youtube.com/watch?v=X_dppNer2LE,,@hieuminh4363,thái lọ làm quả này liên quan đến chính trị luôn ấy
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,"qua xin nhỗi rồi, bỏ qua thôi"
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,Thái Lan làm ăn như này là không ổn rồi !
https://www.youtube.com/watch?v=X_dppNer2LE,,@thanhhaitran2472,"thôi thì cứ giơ cao đánh khẽ, do nhân viên làm ăn kém đi"
https://www.youtube.com/watch?v=X_dppNer2LE,,@phatjuno,Em chào mọi người hôm nay có anh Ngọc
https://www.youtube.com/watch?v=X_dppNer2LE,,@viet1707,ae var Thái Lan mạnh vào
https://www.youtube.com/watch?v=X_dppNer2LE,,@myozz.khanh.279,nhầm ai chứ nhàm VN thành TQ thì khó cứu
https://www.youtube.com/watch?v=X_dppNer2LE,,@thanhhaitran2472,"vụ nhầm cờ như này trong thể thao thấy bị suốt, chả có ý đồ j cả"
https://www.youtube.com/watch?v=X_dppNer2LE,,@phatjuno,Lòng tự tôn dân tộc ta ko thể bỏ qua dễ dàng v được
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,Phải nấu lẩu thái thôi anh em ạ
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,Lòng tự tôn dân tộc chúng ta mà
https://www.youtube.com/watch?v=X_dppNer2LE,,@krkrjjf,"mấy người giàu có quyền lực của thailand đều là người gốc hoa,nói như vậy ae tự hiểu rồi đấy"
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,cảm ơn anh em đã vào đông nhé
https://www.youtube.com/watch?v=X_dppNer2LE,,@thanhhaitran2472,"trước xem poker tour ở VN còn nhầm cờ Hàn thành Triều Tiên vkl luôn, bi a cũng hay bị nhầm"
https://www.youtube.com/watch?v=X_dppNer2LE,,@Real-Madrid-No1-fan,Ronaldo lại tạch cúp rồi ae ạ
https://www.youtube.com/watch?v=X_dppNer2LE,,@quangphung9019,"sắp tới là liver vs real, bayern vs Psg căng như dây đàn"
https://www.youtube.com/watch?v=X_dppNer2LE,,@KiGimart,Bhu
https://www.youtube.com/watch?v=X_dppNer2LE,,@kasumeow,ronaldo kể từ khi rời juventus năm 2021 đến giờ vẫn trắng tay với danh hiệu clb
https://www.youtube.com/watch?v=X_dppNer2LE,,@quangphung9019,à cái vụ kêu gọi rồi ko thấy đăng video phát quà cho Thái Nguyên hay Huế nhỉ
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,anh em có câu hỏi gì thì để lại nhé
https://www.youtube.com/watch?v=X_dppNer2LE,,@viet1707,go go go
https://www.youtube.com/watch?v=X_dppNer2LE,,@garublue999,"chào 2a AC Milan lại hoà bị tụt lại so với Napoli , vấn đề của Milan thiếu 1 tiền đạo đẳng cấp đúng ko ạ"
https://www.youtube.com/watch?v=X_dppNer2LE,,@phatjuno,Hello a @Teo Chicharito
https://www.youtube.com/watch?v=X_dppNer2LE,,@Thànhbin-m6h4j,chờ phản ứng của LĐBĐ VN
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,vào thôi anh em ơi
https://www.youtube.com/watch?v=X_dppNer2LE,,@DanhNguyen-1905,Người dân Thái Lan nên đốt trụ sở FAT nếu muốn người Việt tha thứ cho tội lỗi của mình bằng ko đừng trách ở biên giới Thái Cam có binh lính nói được tiếng Việt
https://www.youtube.com/watch?v=X_dppNer2LE,,@tuanminh176,Chúng ta kh tham gia giải nữa bỏ giải
https://www.youtube.com/watch?v=X_dppNer2LE,,@kasumeow,"napoli của conte đúng là khôn nhà dại chợ, chỉ giỏi farm gà"
https://www.youtube.com/watch?v=X_dppNer2LE,,@quangphung9019,"thì chúng ta bỏ giải này, giả sau tham dự thôi"
https://www.youtube.com/watch?v=X_dppNer2LE,,@garublue999,hello e @Phát Juno
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,like mạnh cho lên 300 likes nào anh em ơi
https://www.youtube.com/watch?v=X_dppNer2LE,,@SHADOW_RUNNER_VECTOR,2 anh nghĩ sao về việc chú Biên Cương rời VTV sang SCTV14. Liệu đây có phải đây là dấu hiệu việc VTV ở lĩnh vực thể thao đang đi xuống rõ rệt ạ? Bây giờ em chỉ thích xem K cộng và FPT thôi ạ.
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,"xin nhỗi rồi, bỏ qua chứ làm căng để làm gì"
https://www.youtube.com/watch?v=X_dppNer2LE,,@uccuongpham8169,1 tổ chức quốc gia mà gọi sự cố ông
https://www.youtube.com/watch?v=X_dppNer2LE,,@TrungLang-li6tc,nhưng mà ông mang cờ TQ lên là vấn đề đấy
https://www.youtube.com/watch?v=X_dppNer2LE,,@ledung534,gạt là gạt thế éo nào
https://www.youtube.com/watch?v=X_dppNer2LE,,@LêNgọcThanh-t3z,CÓ NGƯỜI ĐẰNG SAU CỐ TÌNH LÀM ĐẤY
https://www.youtube.com/watch?v=X_dppNer2LE,,@tuanminh176,Bỏ giải này đi
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,chuyện này nhạy cảm thật
https://www.youtube.com/watch?v=X_dppNer2LE,,@hoangtu5474,.
https://www.youtube.com/watch?v=X_dppNer2LE,,@lamphung8933,"Nhầm là nhầm thế nào được, cái cơ to lù lù thế. Em chưa tưởng tượng là nhầm như nào"
https://www.youtube.com/watch?v=X_dppNer2LE,,@TrungTran-fw1lf,hàng trăm nước ko nhầm lại nhầm với trung quốc
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,tại cờ tq bắt chước cờ VN @Trung Trần
https://www.youtube.com/watch?v=X_dppNer2LE,,@tuanminh176,Cờ maloc dễ nhầm hơn mà
https://www.youtube.com/watch?v=X_dppNer2LE,,@trongquoc9357,Nghe trông anh ngược chán vcl
https://www.youtube.com/watch?v=X_dppNer2LE,,@DanhNguyen-1905,Người dân Thái Lan nên đốt trụ sở FAT nếu muốn người Việt tha thứ cho tội lỗi của mình bằng ko đừng trách ở biên giới Thái Cam có binh lính nói được tiếng Việt
https://www.youtube.com/watch?v=X_dppNer2LE,,@duncangaming4694,admin ban @Danh Nguyen gấp
https://www.youtube.com/watch?v=X_dppNer2LE,,@blvanhquan68,Like mạnh tay đi anh em ơi
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,cờ tq lấy cảm hứng từ cờ VN nên dễ bị nhầm
https://www.youtube.com/watch?v=X_dppNer2LE,,@khoaangnguyen8248,Chú Trương Anh Ngọc nói chuyện hay quá
https://www.youtube.com/watch?v=X_dppNer2LE,,@yoanndang,"tiền donate là tiền cá nhân của AQ, khi nào làm là chuyện của AQ"
https://www.youtube.com/watch?v=X_dppNer2LE,,@khoaangnguyen8248,"Yoann Đặng, bạn chắc không. Có nghĩ ngược lại không"
https://www.youtube.com/watch?v=X_dppNer2LE,,@Squall_84,bớt mõm đi mấy thằng trẩu. chiến tranh ko phải trò đùa cho chúng mày mõm.
https://www.youtube.com/watch?v=X_dppNer2LE,,@ledung534,Nếu nó nhầm ở phần hiển thị trên bảng điện tử còn nói là sai sót.đằng này nó in ra lá thăm cơ mà.bảo nhầm thì chó nó tin nha A Ngọc
https://www.youtube.com/watch?v=X_dppNer2LE,,@Duchung19,Nhầm voi cờ ma rốc còn nghe hợp lý hơn
https://www.youtube.com/watch?v=X_dppNer2LE,,@duncangaming4694,admin làm được việc k alo?
https://www.youtube.com/watch?v=X_dppNer2LE,,@SHADOW_RUNNER_VECTOR,2 anh nghĩ sao về việc chú Biên Cương rời VTV sang SCTV14. Liệu đây có phải đây là dấu hiệu việc VTV ở lĩnh vực thể thao đang đi xuống rõ rệt ạ? Bây giờ em chỉ thích xem K cộng và FPT thôi ạ.
